"Date","Open","ClosingPrice","DailyHigh","DailyLow","VolumePcs"
"42255","142.27","143.21","144.39","142.23","22317250"
"42254","142.51","141.67","143.4","141.32","17931450"
"42251","144.9","142.8","145.13","142.17","26002300"
"42250","143.61","145.3","145.95","142.7","28149840"
"42249","144.1","142.57","145.5","142.25","33617350"
"42248","148.19","144.5","148.2","143.7","35291020"
"42247","145.89","148.19","148.19","145.16","28847750"
"42244","145.3","146.6","147.35","143.04","38427870"
"42243","141.9","144.6","144.8","141.59","32676500"
"42242","140.29","140.51","141.95","138.51","34517760"
"42241","135.72","140.4","141","135.72","44157570"
"42240","139","135.35","139","134.1","51703930"
"42237","141.55","140.29","143","140.21","25997790"
"42236","140.1","142.64","143","139.82","35561070"
"42235","142.5","140.8","143.6","139.8","30855920"
"42234","143.61","142.65","143.9","141.7","20539560"
"42233","144.5","144.25","144.89","142.76","24269970"
"42230","143.7","144.8","145.45","142.9","25171590"
"42229","143.3","143.7","144.5","142.72","25378510"
"42228","141.22","142.99","143.2","140.1","26189320"
"42227","141.5","141.97","143.3","141.05","32854520"
"42226","141.25","141.5","141.6","138","41630180"
"42223","141.01","141.34","142.2","140.5","20843610"
"42222","143.01","140.88","143.74","140.23","36117180"
"42221","142.24","143.78","143.95","140.75","25643100"
"42220","141.1","141.89","142.75","140.15","26554060"
"42219","142","141.45","143.15","139.9","26294150"
"42216","139.4","142.5","142.6","137.85","31362610"
"42215","138.5","139.8","140.44","138.04","24092880"
"42214","135.38","138.7","138.7","134.35","26500120"
"42213","134.5","135.05","136.36","132.77","29397710"
"42212","136.1","134.51","136.37","133.13","31642430"
"42209","138.1","136.41","138.34","135.85","30632020"
"42208","140.55","138.37","140.8","138.32","20548470"
"42207","140.7","140.8","141.01","138.71","27947150"
"42206","141.5","141.41","142.45","139.96","22579210"
"42205","143.9","141.78","144.2","140.5","19869060"
"42202","143.66","143.6","145.64","143.4","21119450"
"42201","142.51","144.2","144.2","142.01","15387510"
"42200","141.5","142.7","143.38","141","29020430"
"42199","145.3","146.5","146.5","144.16","26939550"
"42198","143.7","145.27","145.35","143.4","23801640"
"42195","144","143.9","144.7","143.5","19964070"
"42194","141.9","143.77","143.85","141.37","22499230"
"42193","142.45","141.5","142.94","139.55","28942780"
"42192","142.77","142.5","144.86","142.03","28941760"
"42191","143.51","143","144.06","141.25","18819930"
"42188","145.96","144.33","146.05","144","11657320"
"42187","145.51","145.8","146.9","144.8","16017460"
"42186","145.7","145.5","146.95","144.68","16186130"
"42185","143.5","145.85","145.95","142.25","26523160"
"42184","143.69","143.59","144.5","142.51","15537420"
"42181","143.7","145.18","145.49","142.61","16800750"
"42180","146.28","143.7","147.66","143.7","21533170"
"42179","146.7","146.68","148.11","145.83","18398930"
"42178","148.75","146.25","149.39","145.82","25619260"
"42177","147.74","148.5","149.2","146.91","19550650"
"42174","147.2","147.15","148.7","146.33","26388000"
"42173","147.9","147.15","149.17","146.2","26805520"
"42172","146.31","147.6","148.48","145.56","24445210"
"42171","144.95","146","147.15","144.87","22745150"
"42170","144.5","144.95","145.8","142.35","30948960"
"42166","146","145.4","146","144.05","18761030"
"42165","146.44","145.6","147.7","145.31","27929430"
"42164","142.99","146.17","146.4","141.8","24963390"
"42163","142.55","142.66","144.49","141.5","22878860"
"42160","140.38","142.4","142.52","139.4","26887100"
"42159","140.95","140.2","142.39","139.3","28168930"
"42158","141","140.71","144","138.8","41054380"
"42157","139.89","140.75","141.75","138.23","36308440"
"42156","140.13","139.4","141.79","139.25","30804210"
"42153","146.3","139","148.9","139","55832110"
"42152","147.61","146.11","149.5","146.11","27132390"
"42151","145.58","147.66","147.7","144.19","27887970"
"42150","147.3","145.25","147.85","144.87","22484990"
"42149","148.76","146.69","148.8","145.22","16151440"
"42146","147.19","148.8","149.85","146.95","22212800"
"42145","146.35","147.16","148.28","144.45","23101260"
"42144","150","146.35","150","146","20494720"
"42143","151.71","149.85","152.4","148.62","25123260"
"42142","153.01","151.9","154.28","151.64","17709240"
"42139","152.49","152.98","154.1","151.5","20562190"
"42138","151.78","151.8","153.68","151.05","19561270"
"42137","154.3","151.74","154.5","151.6","23735400"
"42136","155.51","154.2","157","152.1","35162100"
"42132","152","155.52","155.65","151.7","22300590"
"42131","154.52","152.1","154.59","150.81","29201660"
"42130","156.35","155.25","156.39","153.3","29799390"
"42129","154.52","156.33","158.7","153.32","33638700"
"42124","152.54","153.5","154.2","151.06","28723340"
"42123","152.8","152.5","154.99","151.75","32127150"
"42122","151.77","152.79","153.14","149.7","25942650"
"42121","153.98","152.05","155.18","152.05","22004600"
"42118","150","153.89","154.14","149.67","35747130"
"42117","151","150.15","151","146.62","39578500"
"42116","155.22","150.8","155.27","150.08","37562510"
"42115","153.5","155.35","156.2","153.47","29331080"
"42114","150","153.96","154.7","148.73","40542190"
"42111","152.41","149.3","153.55","149.3","57089260"
"42110","150.62","152.4","152.87","149.12","42835980"
"42109","144.49","150.1","150.1","144.25","38670940"
"42108","148.13","144.4","148.4","143.9","40092440"
"42107","148.06","148.8","150","146.3","34995850"
"42104","148.17","148","151.9","147","55406350"
"42103","147","148.1","148.74","143.72","67748960"
"42102","145.83","147.27","147.3","145.13","31102640"
"42101","145.4","146.2","147.35","144.8","38094250"
"42100","144","145.7","145.7","143.36","23383910"
"42097","144","143.94","145.65","143.02","18623200"
"42096","143.83","143.9","144.88","142.32","35121700"
"42095","138.45","143","143.2","137.57","46798830"
"42094","136.85","138.9","139.19","136.6","34740300"
"42093","134.5","137","137.88","134.24","26571490"
"42090","132.67","134.88","134.98","132.2","32414170"
"42089","136","132.2","136.69","131.7","37575090"
"42088","137.22","134.9","138.33","133.81","29356120"
"42087","134.05","137.15","138.14","133.41","30858700"
"42086","137.01","134.61","137.57","133.43","30167060"
"42083","137.68","136","138.59","134.51","56234950"
"42082","141.11","136.81","142.62","136.8","41086070"
"42081","140.1","140.25","141.45","138.7","25263770"
"42080","140.67","139.7","141.63","138.55","27156360"
"42079","141.06","139.75","142.89","139.75","36741180"
"42076","145.03","141.8","146.12","141.14","32674100"
"42075","147","144.7","147.47","144.7","26620170"
"42074","148.05","145.99","149.6","145.95","37555110"
"42073","151.31","148.05","151.7","148.05","35185430"
"42069","155.47","152.12","156.13","151.47","27154750"
"42068","154.89","154.8","157.75","152.63","43688360"
"42067","159","154","160.14","153.82","31928730"
"42066","155.3","159","160.6","153.5","47144370"
"42065","152.5","155.5","155.83","152.5","27953010"
"42062","151.48","152.95","153.4","149.76","36636440"
"42061","151.08","151.65","153.77","149.1","48571440"
"42060","154.99","150.7","155.15","149.22","41502390"
"42059","154.82","154.99","155.75","152.82","28730540"
"42055","161.5","158","162.39","156.61","32440500"
"42054","163","160.9","165.44","157.07","50885770"
"42053","160.62","163","166.94","160.4","54933190"
"42052","160","159.2","164.2","156.3","59453940"
"42051","162.4","160.19","163.44","158.2","29826710"
"42048","158.2","162.4","162.75","158.16","89594590"
"42047","152.5","157.7","157.98","149.5","91174060"
"42046","150.31","150.55","153.83","149.88","41847390"
"42045","148.56","149.31","151.9","148.07","31210650"
"42044","151.78","149.3","153.95","147.7","52256270"
"42041","148","151.6","152.2","147.13","54186930"
"42040","141.99","147.6","147.74","140.34","46332730"
"42039","141.2","142.6","143.8","139.43","29511370"
"42038","139.2","140.35","142.3","138.25","40922430"
"42037","144.7","138.18","145.2","137.43","59503010"
"42034","145.75","143.82","146.82","142.13","41074470"
"42033","147.14","145","149.2","144.49","33421900"
"42032","151.4","147.7","154.47","147.5","34641630"
"42031","146.51","150.9","152.45","146.11","37768110"
"42030","151.93","148","152.46","146.75","28744250"
"42027","152.44","152.83","152.93","150.36","37332960"
"42026","149","151.5","152.69","148.65","55809050"
"42025","146.9","148.8","149.51","145.92","29863590"
"42024","148.2","145.75","149.72","145.72","32734660"
"42023","149.55","148.11","152.83","147.59","53470440"
"42020","146","149.6","150.2","145.5","32688170"
"42019","147.51","147","149.89","145.5","32851540"
"42018","142","146.3","147.5","141.99","37856670"
"42017","140.01","142.64","143.81","139","32919420"
"42016","141.34","140.22","143.44","139.72","25292180"
"42013","146.48","141.7","147.08","139.9","29508430"
"42012","140.05","146.46","147.5","140","32604900"
"42010","133","138.92","138.92","132.71","25297090"
"42009","129.5","133.95","133.95","129.15","18223370"
"42003","134.5","130.31","134.79","129.74","24784040"
"42002","134.8","135.5","139.43","133.08","28351300"
"41999","135.2","134.6","136.28","134.51","13334570"
"41998","133.43","134.8","135.12","133.1","11172590"
"41997","133.4","134.28","135.25","132.66","17416130"
"41996","136.8","133.4","137.77","132.51","31443660"
"41995","138.92","136.49","140","135.7","48457080"
"41992","137.15","138.7","139","131.3","44317130"
"41991","132.36","137","139.7","132","66286900"
"41990","130.05","131","139.96","125.25","85486950"
"41989","129.5","131.4","134.21","113.73","100754700"
"41988","135.19","130.29","135.87","127.55","63624790"
"41985","133.17","134.49","137.53","130.51","40757920"
"41984","136","134.01","136.9","133.6","36618580"
"41983","135.91","136.09","139.3","135.67","34416870"
"41982","135.15","135.24","136.83","133.54","32667510"
"41981","141.23","135.05","142.76","134.02","50861010"
"41978","144.5","140.5","144.91","140.5","33668820"
"41977","146.5","144.5","147.95","144.5","51131510"
"41976","145.53","146.23","146.4","144.42","48469440"
"41975","144.41","144.91","146.41","143.55","44697870"
"41974","142.4","144.1","146.12","142.37","74522900"
"41971","143","142.86","144.2","142","43623690"
"41970","145.33","143.19","145.89","143.12","44326410"
"41969","144","145.5","145.5","143.68","27683500"
"41968","144.5","144.13","145.39","143.59","25545000"
"41967","145.76","144.7","146","143.82","29558390"
"41964","144.51","145.01","145.99","143.61","34146350"
"41963","144.22","144.48","145.11","143.22","31754200"
"41962","143.21","143.98","144.38","142.67","20225140"
"41961","143.1","143.2","144.01","141.53","30196660"
"41960","142.47","142.67","143.48","141.91","21473850"
"41957","141.5","142.49","143.35","141","34971670"
"41956","143.7","141.84","144.45","141.51","34181920"
"41955","144.14","143.57","145.6","143","31585430"
"41954","145","143.71","145.69","143.01","40466110"
"41950","143.5","144.5","147","142.73","87793540"
"41949","143.35","144.1","146.25","143.05","55716700"
"41948","143.01","143.2","143.82","141.11","47075250"
"41946","141","143.39","144","140.26","19660650"
"41943","140.5","141.5","141.5","139.49","71971660"
"41942","138.09","139.5","139.9","137.62","54633270"
"41941","136.21","138.5","139","135.67","47956500"
"41940","134.62","135.75","136.14","134.1","27903910"
"41939","135","134.07","136.05","133.5","31605210"
"41936","133.5","133.99","134.3","132.35","24372990"
"41935","132.51","133.5","134.15","131.42","36223010"
"41934","134.51","133.5","134.66","132.25","32439110"
"41933","134","134","134.95","132.94","24848020"
"41932","135.2","134.1","136.18","133.14","32118700"
"41929","133.5","134.6","135.4","133.01","30074200"
"41928","135","132.41","135.59","131.93","47983260"
"41927","134.9","134.5","136.48","134.25","32324170"
"41926","135.3","135.5","136.92","134.51","35709120"
"41925","133","135.25","136.4","132.32","30923230"
"41922","134.3","133.21","134.6","132.09","42598080"
"41921","136.2","135.64","137.26","134.55","37768210"
"41920","136.19","134.61","137","134.61","34466460"
"41919","139.01","137.1","139.5","136.8","28875580"
"41918","136.61","138.9","139.63","136.61","41322460"
"41915","134.97","135.8","138.07","134.87","32174540"
"41914","136.8","134.25","137.44","133.7","42243810"
"41913","137.5","137.26","139.86","137.12","37398300"
"41912","136.27","137.9","139.13","135.14","50261030"
"41911","138","135.77","138.57","135","36985740"
"41908","136.51","137.11","137.95","135.71","34925980"
"41907","138.28","136.92","138.96","136.52","31511120"
"41906","136.99","137.8","138.65","136.88","32271690"
"41905","135.55","136.5","137.2","135.47","29141830"
"41904","135.76","135.05","136.83","134.6","27258240"
"41901","138","135.99","138","134.48","45103990"
"41900","137.25","138.2","138.4","136.51","29247410"
"41899","138.5","137","139.34","136.05","39757700"
"41898","136.01","138.56","139.58","135.26","40431640"
"41897","137.26","136","138.12","135.35","40717130"
"41894","136.5","137.56","138.56","136","34988310"
"41893","139.69","136.65","140.28","136.51","34559170"
"41892","138.39","139.2","139.4","137.62","20441450"
"41891","139.29","139.02","140.82","138.86","26611960"
"41890","138.79","139","139.38","136.87","31454520"
"41887","137.28","139","140.13","136.36","37267050"
"41886","138.3","138.15","139.29","136.8","43311610"
"41885","133.42","138.26","139.63","133.33","64491970"
"41884","132.68","133.32","133.32","131.34","25543730"
"41883","132.71","132.32","134.75","131","41613580"
"41880","133.5","131.95","134.17","131.81","35728900"
"41879","135.51","133.8","135.74","131.94","47627370"
"41878","135.9","135.51","136.67","135.12","24990540"
"41877","136.19","135","136.99","134.71","27154630"
"41876","135.06","136.09","136.46","135","16639450"
"41873","136.56","135","137.2","134","38272800"
"41872","136.51","136.49","137.69","135.55","34863190"
"41871","136.2","136.7","136.8","135.16","22419120"
"41870","134.29","136.2","136.4","134.28","38645630"
"41869","132.82","134.29","134.4","132.11","28598600"
"41866","131.02","132.67","133.47","130.62","42674890"
"41865","131.2","131.41","132.49","130.34","43412620"
"41864","127.8","131","131.84","127.7","57387480"
"41863","128.95","128","129.95","127.24","38147150"
"41862","128.01","128.3","130.45","127.84","43145400"
"41859","126.48","126.55","129.37","126.33","56280080"
"41858","124.02","126.92","128.77","122.79","64225030"
"41857","126.11","124.7","126.5","123.23","68355310"
"41856","129.99","126.57","130.1","126.28","46432510"
"41855","132","129.5","132.79","128.25","44534400"
"41852","130.95","131.5","131.99","130.21","31759700"
"41851","134.12","132","135","131.21","41187230"
"41850","130.47","133.4","135.41","130.1","42608490"
"41849","132.08","131.31","133.73","130.55","36865680"
"41848","134.54","132","134.73","130.9","44904250"
"41845","136.5","135.12","136.83","134.22","35511270"
"41844","136","136.9","137.36","135.15","23345280"
"41843","138.2","136.29","139","135.2","35700000"
"41842","136.82","137.75","138.87","136.05","35508000"
"41841","140.3","136.01","140.44","135.2","46735750"
"41838","138","139.26","139.41","136.5","53377680"
"41837","140.23","140","141","138.23","61550720"
"41836","140.35","142.5","143.1","140.1","55942320"
"41835","147.8","146.52","148.37","146.52","55159950"
"41834","148.42","147.5","148.8","146.51","38407230"
"41831","148.85","148.15","149.25","146.91","36005010"
"41830","150.8","148.79","151.52","147.1","58690960"
"41829","151.11","150.4","151.77","149.01","44106880"
"41828","150.53","151.43","153.53","150.52","50005770"
"41827","149.1","150.31","151.4","149.09","34302070"
"41824","153","149.13","153.09","148.25","38192290"
"41823","152","152.3","153.66","151.41","48933580"
"41822","149.09","151.95","151.95","148.9","48839500"
"41821","148.51","148.97","149.5","146.65","39080070"
"41820","149.81","148.96","150.18","146.58","35020610"
"41817","148","149.39","149.88","147.22","34563280"
"41816","149.63","147.44","150.44","147.02","53026000"
"41815","152.48","149.26","154.21","149.01","65879300"
"41814","147.65","153.25","153.42","147.56","87546740"
"41813","146.2","147.17","147.27","145.07","33923270"
"41810","145.05","145.6","145.88","144.28","33779020"
"41809","146.4","145.2","147.69","145.04","44670940"
"41808","144.79","145","146.19","144.43","33270240"
"41807","145.3","144.77","146.37","143.72","44370530"
"41806","144","145.2","145.27","142.58","77165360"
"41801","145.2","146.4","146.4","143.9","39418520"
"41800","144.31","144.75","144.76","142.67","41460990"
"41799","144","144.4","146.2","143.03","40347300"
"41796","143.25","143.97","144.4","140.7","47869640"
"41795","143.8","142.75","144.13","142.3","42479370"
"41794","144","144.04","145.78","143.7","39203030"
"41793","143.59","144.19","144.19","141.5","38974330"
"41792","141.99","144.11","145.96","141.9","52945000"
"41789","144.44","141.7","144.61","141.15","39118210"
"41788","141.81","144.2","144.79","141.57","47941780"
"41787","142.5","141.3","142.83","140.24","44983520"
"41786","145.8","142.4","145.81","140.89","55865330"
"41785","145.01","145.8","147.1","143.95","32902710"
"41782","144.4","144.3","145.69","143.3","51526760"
"41781","147","144.78","147.75","143.56","52811450"
"41780","144.5","146.58","148.55","144","148465190"
"41779","148.3","145.35","149.1","144.12","87079320"
"41778","144.5","148.05","148.94","144.38","86227460"
"41775","140.77","144.29","144.29","140.67","49914610"
"41774","139.99","141.15","143.09","139.9","62878260"
"41773","138.45","139.87","140.1","137.91","47262680"
"41772","136.45","138.46","139.75","135.6","52955990"
"41771","136.03","135.71","137.79","135.17","46954280"
"41767","134.15","135.63","136.99","133.3","84912010"
"41766","129","134.1","137.2","128.62","87662870"
"41765","126.5","129.49","129.81","126.5","44056190"
"41764","126.25","126","127.09","125.15","21310850"
"41761","127.47","127","127.96","126.12","23440940"
"41759","128.5","128.77","129.14","127","32896300"
"41758","129.5","128.3","130.28","127.43","58245930"
"41757","124.41","128.12","128.4","122.77","87764460"
"41754","126","125.4","127.3","124.38","65056310"
"41753","130.41","126.69","131.28","125.04","69781700"
"41752","131.5","130.5","131.7","129.6","47551590"
"41751","132.76","131.7","132.92","130.62","55450030"
"41750","133.9","132.68","134.44","132.12","38412630"
"41747","132.5","133.9","134.19","132.28","54872310"
"41746","129.4","129.82","130.84","127.52","46455460"
"41745","128.01","129","129.95","126.25","85376050"
"41744","130.6","127.75","131.3","127.52","56817220"
"41743","133.06","131","133.3","130.21","87594500"
"41740","133","134","135.67","132","54919130"
"41739","132.85","134.82","134.9","132.64","59314020"
"41738","133.3","132.31","133.58","130.1","64592090"
"41737","134.02","133.25","135.1","132.55","73453940"
"41736","136.01","133.99","136.19","131.51","92918630"
"41733","134.85","137.47","138.43","134.1","58789840"
"41732","134.95","134.5","136","133.82","60468920"
"41731","135.8","134.9","135.85","132.67","62282510"
"41730","135.9","135.89","136.73","133.84","64684830"
"41729","132.9","135.5","135.5","132","68945550"
"41726","131.4","132.9","133.88","130.6","56906900"
"41725","132","130.83","133.7","129.56","79649520"
"41724","128.55","133","134.73","127.86","117269410"
"41723","124","127.93","128.43","122.3","75405360"
"41722","124.58","123.6","127.87","123.53","69451350"
"41719","124.4","125","125","122.12","88246980"
"41718","124.88","126.13","127.64","124","60882850"
"41717","127.07","125.55","129.18","124.05","95295120"
"41716","121.66","127","128","119.62","115275520"
"41715","119.98","120.3","123.33","116.06","169351160"
"41712","117.02","117.87","119.2","114","129366200"
"41711","120.32","118.5","122.56","117.81","92588930"
"41710","119.86","119.01","120.7","117.76","73585490"
"41709","123.5","121.04","124.29","120.08","74363540"
"41705","124","124","126.1","121.67","72025740"
"41704","125.97","124.2","128.86","120","128489440"
"41703","131","125.62","131","124.62","90661790"
"41702","121.01","129.39","131.72","121","178087310"
"41701","134.89","121.04","134.9","116.79","202466280"
"41698","140.95","140","141.2","137.03","89392280"
"41697","143.79","140.54","144.76","139.5","86517120"
"41696","146.48","143.5","147.26","142.77","64736070"
"41695","149.6","146.2","150","146.02","51063850"
"41694","149.22","149.1","149.79","148.14","30771370"
"41691","148.98","149.18","149.85","148","38508120"
"41690","146.7","148.17","148.5","145.72","59100950"
"41689","152.69","147.46","153.85","147.16","91465380"
"41688","151.51","153","153.78","151.51","58279640"
"41687","149.85","151.22","151.84","149.71","55793770"
"41684","146.65","149","149.1","146.25","59484900"
"41683","147.76","145.97","148.08","145.33","42729240"
"41682","148.2","148.44","149.48","147.51","47719150"
"41681","147.03","147.5","149.25","146.51","48572400"
"41680","146.9","146.83","147.9","146.41","34269000"
"41677","144.25","146.56","146.87","144.1","47949710"
"41676","142.3","143.62","143.62","141.18","39794280"
"41675","141.3","141.9","142.75","140.72","46415630"
"41674","140.3","140.9","141.72","138.84","60737490"
"41673","145.45","141.57","145.97","141.5","56886580"
"41670","147.32","145.05","147.97","144.51","49133340"
"41669","147.75","147.29","149.21","144.72","90316050"
"41668","147.96","147.8","149.95","147.5","90734780"
"41667","147.66","147.43","149.25","146.64","67937000"
"41666","146","147.79","148.58","145.8","73882710"
"41663","144.33","146.7","149.39","144.06","97512190"
"41662","145.09","145.8","148.5","145.09","62761100"
"41661","145.71","146.15","149.08","144.18","117292870"
"41660","140.02","145.71","145.81","139.89","86201740"
"41659","137.33","139.75","139.86","136.82","29649680"
"41656","137.26","137.2","138.71","136.78","34589630"
"41655","137.97","137.3","138.44","135.6","47980910"
"41654","138.55","137.39","138.9","137.04","35991960"
"41653","138.18","137.4","138.33","136.8","34471040"
"41652","139.91","138.89","140.94","138.8","29817460"
"41649","138.51","139.78","139.78","137.6","34861530"
"41648","137.5","138.71","139.49","137.13","33292350"
"41647","136.61","137.05","137.5","136","20464840"
"41645","137.51","135.24","137.91","135.24","19619510"
"41638","138.8","138.75","139.39","138.28","20629660"
"41635","140.6","139","141.18","138.93","21536340"
"41634","140.99","140.41","141.37","140.31","13204250"
"41633","141.7","140.8","142","140.71","13596000"
"41632","141.64","141.65","142","140.6","24842810"
"41631","142.22","141.69","142.32","141.1","33012540"
"41628","140.17","141.4","141.58","139.93","55864940"
"41627","141","140.58","142.48","140.14","68659040"
"41626","139.35","139.87","139.88","137.36","65283610"
"41625","136.5","138.6","139.08","136.23","76267540"
"41624","132.7","136.4","136.6","132.32","75085360"
"41621","134.16","133.45","134.87","132.69","63157370"
"41620","135.8","134.14","136.18","133.55","66317650"
"41619","137.1","137","137.87","135.81","42922920"
"41618","138.75","137.64","138.75","136.9","43612620"
"41617","137.75","138.68","138.85","136.61","52772540"
"41614","135.9","137.46","137.94","135","57380710"
"41613","137","134.99","137.8","134.81","60540270"
"41612","139.02","136.6","139.98","135.71","76300260"
"41611","141.01","138.6","141.29","138.49","80934150"
"41610","142.85","141.5","144.09","141.5","38867480"
"41607","142.13","142.86","144.17","141.2","52288170"
"41606","142.99","142.26","143.13","141.58","36017850"
"41605","143.3","142","143.99","140.82","70637020"
"41604","148.45","142.88","148.45","142.45","81147840"
"41603","149.84","147.9","150.29","147.81","51435660"
"41600","149.29","149.59","149.6","147.75","43126110"
"41599","149","148.4","149.79","147.68","35227360"
"41598","148.39","150","150.8","147.5","49567350"
"41597","149.7","148.81","150.8","148.1","44339080"
"41596","147.6","149.45","150.02","147.53","45181530"
"41593","147","147.13","147.97","145.76","56386150"
"41592","143.99","146.09","146.98","143.75","47688190"
"41591","145.61","142.59","145.67","142.35","61649540"
"41590","145","146.47","147.2","144.22","63550700"
"41589","148.42","144.81","148.75","144.67","54897550"
"41586","149.5","147.46","149.5","147.27","54633800"
"41585","146.98","150.33","151.5","146.28","69963310"
"41584","149.7","147.22","149.7","147.01","46060190"
"41583","150.96","148.95","151.21","148.57","37322200"
"41579","150.48","150.6","151.77","150.24","34849680"
"41578","149.56","150.48","150.6","148.75","47071160"
"41577","151.68","151","152.7","150.08","36618340"
"41576","150.31","150.9","151.76","149.24","37971530"
"41575","151.1","150.3","152.48","150.03","41169530"
"41572","150.45","150.39","150.83","147.9","60810070"
"41571","150.72","150.42","152.17","149.11","50405920"
"41570","153.49","150.3","153.7","149.73","69142740"
"41569","155.95","153.9","156.19","153.8","51475460"
"41568","157.6","156.12","157.6","155.13","33033260"
"41565","156.4","156.97","157.59","155.27","42874230"
"41564","158.46","155.2","158.56","154.5","70200260"
"41563","155.99","158","158.69","155.33","54009450"
"41562","153.52","156.25","156.35","153.52","45486420"
"41561","152.8","152.7","153.39","152.12","26153840"
"41558","154","153.7","154.47","152.21","40240660"
"41557","151.81","153.3","154.32","151.61","58626510"
"41556","151","151.24","153","149.91","66855580"
"41555","147.5","151.15","152.03","146.36","85999730"
"41554","144","147.2","147.31","142.8","51307570"
"41551","142.21","144.88","144.88","140.91","41060700"
"41550","143.5","142.14","143.9","141.67","37260740"
"41549","145.73","143.35","145.99","142.11","41389190"
"41548","144","145.69","146.04","143.49","31216180"
"41547","144","143.89","145.25","142.39","37365110"
"41544","146.1","145.07","146.49","144.62","25383290"
"41543","145.23","145.88","146.75","144.5","37578890"
"41542","144.48","145.8","146.2","144.05","33911000"
"41541","145.11","144.6","145.77","143.6","41202030"
"41540","147.55","145.9","147.96","145.37","31488080"
"41537","147.51","147.75","149.19","146.93","46577810"
"41536","148","147.81","149.7","147.35","78717170"
"41535","146.05","144.3","148.4","143.8","64690940"
"41534","144.88","146.15","146.15","144.01","34263260"
"41533","143.08","145.52","146.87","143.04","67124640"
"41530","144.5","142.1","145.05","142.1","42671830"
"41529","147","145","147.34","144.07","47976120"
"41528","146.43","146.8","147.96","145.6","44366780"
"41527","148.41","146.97","148.7","145.6","79525150"
"41526","142.5","147.6","147.6","142.5","89081820"
"41523","140","141.97","143.98","138.81","97212490"
"41522","132.57","139.99","140.07","132.11","67751330"
"41521","131.12","132.02","132.24","130.35","21482980"
"41520","132.05","131.25","133.08","131.01","31069820"
"41519","132.17","131.48","133.05","130.05","15873990"
"41516","132.03","131.54","132.03","130.58","19783980"
"41515","132.58","131.61","133.17","130.33","26350250"
"41514","131.23","132.42","132.7","129.61","33962080"
"41513","132","131.39","132.32","130.91","21071160"
"41512","133.79","132.58","134.12","131.9","14891930"
"41509","134.5","133.1","134.85","132.8","27838770"
"41508","131.5","134.16","134.69","131.07","37787580"
"41507","132.43","132.18","133.5","131.1","35049640"
"41506","131.79","132.6","132.79","130","32625850"
"41505","130.79","132.39","132.5","130.3","22263080"
"41502","131.45","130.91","132.27","129.38","32783010"
"41501","134.42","131.05","134.46","130.26","42512530"
"41500","132.61","134.49","134.74","132.53","48737250"
"41499","129.55","132.12","132.28","129.5","34990720"
"41498","128.62","129.03","130.48","128.5","27320030"
"41495","125.55","128.16","128.8","125.05","29604970"
"41494","125.48","125.1","125.7","124.14","22445390"
"41493","125.5","124.87","126.99","124.6","30014140"
"41492","128","125.88","128.7","125.78","24624130"
"41491","128.39","128.67","129.42","127.37","15615250"
"41488","131","128.38","131.68","127.4","28891060"
"41487","129.5","130.1","130.9","129.35","26331710"
"41486","129.86","128.67","129.88","127.71","25875140"
"41485","129.97","129.74","131.43","129.4","26414430"
"41484","128.71","129.31","129.88","128.36","17637580"
"41481","128.7","128.8","129.87","128.05","26234590"
"41480","126.86","127.9","128.18","125.6","28116360"
"41479","128.5","127.2","129.38","126.44","35669160"
"41478","129.8","128.63","130.95","128.27","38435210"
"41477","130.05","129.02","132.45","127.72","45311120"
"41474","130","129.68","133.09","129.07","41834670"
"41473","131.33","130.31","134.25","128.84","87156150"
"41472","124.55","131.24","131.4","123.55","80056560"
"41471","122.96","124.78","125.19","122.16","36527840"
"41470","122","122.7","123.25","121.34","37305430"
"41467","117.6","121.53","122","117.37","54812710"
"41466","114.67","117.36","118.24","114.61","42482370"
"41465","114.25","113.72","114.75","112.52","23820900"
"41464","114.29","114.01","115","113.44","23348480"
"41463","114.43","114.13","115.36","113.12","22497560"
"41460","113.5","113.69","115.46","112.7","46890380"
"41459","109.55","113.17","113.29","109.02","48168380"
"41458","108.66","109.06","109.5","107.51","40795150"
"41457","109.34","109.29","110.11","108.17","25655940"
"41456","109.11","108.98","109.87","108.06","24017100"
"41453","107.87","108.85","109.2","106.6","42579530"
"41452","110.78","107.75","110.78","106.8","32266340"
"41451","108.73","110.12","111.08","108.73","32742010"
"41450","107.23","108.89","110.14","107.23","33026010"
"41449","108.48","107.17","109.62","106.5","31865960"
"41446","108","108.05","110.75","107.43","36264630"
"41445","109.03","108.36","109.79","107.55","40093210"
"41444","113.66","111.12","113.66","110.72","32875460"
"41443","110.9","113.05","113.95","110.84","31942590"
"41442","109.95","111.45","111.81","109.25","40768870"
"41439","111.39","109.91","111.93","109.52","40958590"
"41438","110","110.14","111.35","108.15","55934900"
"41436","116.35","111.93","116.8","110.94","51536640"
"41435","117.88","116.4","118.11","115.85","36061170"
"41432","117.98","117.03","118.25","116.58","31983780"
"41431","118","116.85","118.54","116.8","34193090"
"41430","119.18","118.22","119.67","117.64","49012180"
"41429","121.31","119.59","122.12","119.22","42959750"
"41428","122.6","120.56","122.96","120.15","72228680"
"41425","120.74","122.45","123.42","118.44","85975860"
"41424","118.63","119.75","120.82","118.5","40632640"
"41423","120.48","118.84","120.48","118.09","37957740"
"41422","120.45","121.19","122.09","120.08","37485890"
"41421","120.83","119.66","121.18","119.03","21592230"
