"Date","Open","ClosingPrice","DailyHigh","DailyLow","VolumePcs"
"41418","122.5","119.87","122.95","118.87","46910350"
"41417","125.79","121.65","125.79","121.31","47958730"
"41416","127.02","127.22","128.4","126.53","41217060"
"41415","126.1","126.48","127.44","125.4","35741250"
"41414","125.93","126.34","127.56","125.72","38807910"
"41411","123.2","125.59","125.86","122.72","40522320"
"41410","123.37","122.79","125","121.54","46797250"
"41409","125.65","122.47","125.94","122.16","33277130"
"41408","126.01","125.5","126.38","124.33","47389280"
"41407","132.5","129.61","132.66","129.26","48467090"
"41404","132.4","132.6","133.63","131.15","21787860"
"41402","130.6","131.86","132.04","129.71","28493570"
"41401","133.36","130.49","133.36","128.68","38268510"
"41400","128.89","129.34","129.73","127.57","23831690"
"41397","123.6","128.68","128.79","123.45","30484070"
"41396","122.85","123.28","124.04","122.55","12775690"
"41394","122.99","124.15","125.73","122.14","39444340"
"41393","123.1","122.36","123.65","121.65","20112380"
"41390","122.9","122.5","123.35","121.1","34573610"
"41389","125","122.9","125.59","122.8","49030800"
"41388","120.61","124.51","124.8","119.85","67458070"
"41387","119.5","120.15","121.25","118.64","46742970"
"41386","120.44","119.55","121.65","118.69","48028780"
"41383","121.04","120.2","122.08","119.62","46609840"
"41382","121.51","120.5","122.84","120.17","39183040"
"41381","124.97","121.97","124.97","120.79","60282790"
"41380","124.83","124.35","126.66","124.1","51077790"
"41379","125.96","125.22","126.7","123.52","66061010"
"41376","126","126.89","127.43","125.11","50484420"
"41375","130","126.05","130","125.55","59014870"
"41374","131.2","129.38","131.85","128.73","37628360"
"41373","130","130.52","131.2","129.16","31437210"
"41372","131.06","129.08","132.16","128.92","30782360"
"41369","130.99","130.49","131.85","129.76","44830970"
"41368","129.26","131.11","132.88","128.77","57498450"
"41367","131","130.3","131.7","129.87","47305190"
"41366","133","130.89","133.44","130.81","42194710"
"41365","134","132.93","134.48","132.63","16539800"
"41362","133.84","134.08","134.16","133.11","16614920"
"41361","135.5","133.21","135.66","131.98","76199130"
"41360","137.49","136.22","137.64","134.04","39902140"
"41359","139","136.74","139.48","136.5","38093140"
"41358","140.95","138.58","142.35","138.3","36113320"
"41355","142.04","140.13","142.25","140","29772900"
"41354","142.62","142.5","143.88","142","36418560"
"41353","141.89","142.17","142.5","140.66","40754750"
"41352","144.49","142.41","145.95","142.05","46835470"
"41351","143","144.11","144.37","140.85","66471290"
"41348","142.8","144.07","144.82","142.58","97785890"
"41347","140.5","142.09","142.5","140","65293240"
"41346","136.9","140.58","141.79","136.6","83586550"
"41345","136.8","137.19","137.44","135.86","31717820"
"41344","135.01","136.53","136.95","134.86","43410830"
"41340","134.99","133.65","135.75","133.37","27334510"
"41339","136.5","135.1","137.32","134.72","35308690"
"41338","133.52","136.24","136.46","132.54","49174090"
"41337","134.11","132.99","135.38","132.65","52340190"
"41334","136.75","134.49","136.94","133.98","40691650"
"41333","138.4","137.33","138.4","136.52","30517150"
"41332","136.9","137.62","138.52","136.33","37511950"
"41331","136.5","136.52","137.19","135.5","23834590"
"41330","137.05","138.1","138.47","136.55","26778640"
"41327","136.41","136.78","137.13","136","24132560"
"41326","135.7","135.78","136.2","134.61","35914700"
"41325","137.98","137.24","137.98","136.52","34118720"
"41324","136","137.61","137.86","135.73","42875330"
"41323","134","135.8","136.2","133.3","36685480"
"41320","134.2","133.99","134.57","131.72","38281940"
"41319","137.28","134.01","138.2","133.55","54993340"
"41318","133.95","137.06","137.84","133.42","81543920"
"41317","135.01","133.26","135.08","133.15","46472190"
"41316","137.89","135.22","137.95","135.05","37902790"
"41313","139.3","137.6","139.34","136.8","44740280"
"41312","140.23","138.95","140.27","138.52","27344800"
"41311","142","139.76","142.19","139.45","37897460"
"41310","141.15","141.38","141.66","140.21","21587650"
"41309","142.86","141.43","143.19","140.62","23483420"
"41306","142.45","142.41","143.47","141.87","27154010"
"41305","143.69","142.05","143.69","141.27","37765880"
"41304","146.62","143.78","147.17","143.15","39037350"
"41303","147.2","145.98","147.2","145.7","27552620"
"41302","146.87","147.12","147.99","146.17","29116530"
"41299","146.3","146.5","146.78","145.06","22497380"
"41298","146.6","146.04","146.63","144.85","23765470"
"41297","146.38","146.63","146.94","145.6","23690410"
"41296","147.92","145.85","148.14","145.41","28811800"
"41295","148.41","147.64","148.7","146.64","19793330"
"41292","148.43","148.47","149.23","148.13","27637550"
"41291","146.67","147.51","148.23","146.37","31798680"
"41290","147.7","146.33","148.4","146.03","31599220"
"41289","149.48","147.95","149.6","147.71","26012900"
"41288","148.55","149.52","149.85","148.2","28709170"
"41285","147.86","148.08","148.69","147.4","19799760"
"41284","149","147.51","149.51","147.3","22741520"
"41283","147.3","148.85","149.05","147.15","29540810"
"41282","146.27","147.64","147.96","145.64","25413140"
"41271","144.7","143.91","145","143.68","22318050"
"41270","144.79","144.79","145.38","144.45","17172620"
"41269","145","145.11","145.2","144.5","11205620"
"41268","145","144.67","145.3","144","13398410"
"41267","144.5","144.61","145.82","144.38","32501080"
"41264","141.5","144.33","144.5","141.24","54912940"
"41263","139.47","142.38","142.77","138.88","52706640"
"41262","141","140.19","142.29","140.08","36215940"
"41261","140.49","140.35","141.45","140.05","37138780"
"41260","139.73","139.9","140","138.51","38263700"
"41257","139.42","139.24","140.01","139.03","26973840"
"41256","140.94","139.26","141.09","139.05","33172140"
"41255","140.2","140.8","141.6","139.88","40361540"
"41254","140.73","139.56","140.89","139.27","30057030"
"41253","139.99","140.25","140.94","139.45","23480270"
"41250","140","139.65","140.17","138.33","25966200"
"41249","140.49","139.66","141.16","138.6","36382750"
"41248","140.15","140.65","142.99","140.14","44571970"
"41247","139.8","139.5","141.25","139.23","25970680"
"41246","139.5","140.99","141.15","138.43","36198260"
"41243","137.5","138.8","139.5","136.5","46769640"
"41242","138.5","137.39","138.91","136.72","29113690"
"41241","137.9","137.18","138.75","136.5","42490840"
"41240","140.8","138.3","141.23","138.02","34974820"
"41239","141.99","140.29","142.29","140.12","22150500"
"41236","142.02","141.6","142.74","140.97","29348940"
"41235","143.06","142.23","143.48","142.03","19708270"
"41234","140.89","142.76","143.6","139.21","33177590"
"41233","142.5","141.25","142.81","140.06","19686070"
"41232","140.63","142.09","142.21","140.45","22837700"
"41229","141.25","140.36","141.25","139.62","27460950"
"41228","138.35","141.94","142.2","138.11","35257190"
"41227","140","139.25","140.5","138","46096180"
"41226","144","139.68","144.35","139.17","48019650"
"41225","146","144.96","146.45","144.3","22274710"
"41222","142.6","145.54","145.89","142.51","33086040"
"41221","142.15","142.94","144.35","141.52","37480470"
"41220","146.5","143.79","147.81","143.45","31985040"
"41219","146","146.31","146.61","144.68","21658460"
"41215","144.5","146.14","147.31","144.35","35751080"
"41214","144.89","144.39","145.69","141.83","44921530"
"41213","147.06","145","148.2","144.52","46124070"
"41212","150.22","147.12","151.6","146.91","45693150"
"41211","151","150.77","151.76","150.23","14527590"
"41208","","151.56","151.9","150.11","28075120"
"41207","152.8","152.78","154.23","152.13","24930590"
"41206","153.51","152.66","154.3","150.74","36199560"
"41205","156.16","153.67","156.53","152.82","32549870"
"41204","153.88","156.53","156.85","153.44","27086630"
"41201","","154.68","155.13","153.33","25354680"
"41200","","155","157.51","154.3","35087350"
"41199","154.15","156.14","157.1","153.77","43705300"
"41198","","153.98","154","152.38","30712420"
"41197","152","152.22","153.35","151.31","20724940"
"41194","154.49","152.36","154.59","151.27","34286380"
"41193","","154.25","156.12","154.25","34230270"
"41192","156.7","155.3","157.07","154.95","34396010"
"41191","","157.15","159.92","157.15","37521230"
"41190","","158.9","159.35","157.1","26815770"
"41187","","159.07","160.5","157.11","33227440"
"41186","","156.41","158.89","155.2","33457790"
"41185","","158.14","159.74","157.57","27763770"
"41184","160.4","159.3","160.4","158.77","29716170"
"41183","","160.9","161","156.73","30380860"
"41180","","157.75","159.18","156.52","24052440"
"41179","","157.49","159.19","156.31","31488540"
"41178","","157","160.28","156.87","35741230"
"41177","162.95","160.87","163.19","160.56","28372000"
"41176","163.21","161.97","163.35","161.03","28631640"
"41173","","163.8","165.87","162.95","33451460"
"41172","","164.85","164.95","162","38319830"
"41171","168.14","164.75","169.46","164","50217600"
"41170","","167.76","168.99","167.5","34149170"
"41169","169.45","169.3","170.6","168.5","52047580"
"41166","166.96","169.98","171.04","166.51","89796120"
"41165","163.06","162.94","163.5","161.87","28809850"
"41164","164.17","163.34","164.77","163.04","32953400"
"41163","162.78","163.25","164.28","162.69","23543420"
"41162","162.9","164.16","164.29","162.22","29625600"
"41159","159.2","163.16","163.85","159.05","64740530"
"41158","155.05","159","159.4","155.05","37193440"
"41157","157.17","155.21","157.45","154.99","41286450"
"41156","158.47","158.07","158.63","157.47","20391670"
"41155","157.05","158.14","158.88","156.62","23245940"
"41152","155.02","157.21","157.5","154.57","31504790"
"41151","155.51","155.39","156.37","154.67","24296740"
"41150","156.83","156.05","157.77","155.25","35167370"
"41149","156","156.96","157.19","155.24","26340390"
"41148","157.3","156.32","157.75","155.9","17153810"
"41145","156.23","156.8","157.67","155.65","24490830"
"41144","157.6","157.18","159.3","156.57","38879970"
"41143","155.54","156.59","156.84","155.01","19403740"
"41142","154.64","156.88","157.41","154.64","26392530"
"41141","157.01","154.5","157.19","153.7","25834380"
"41138","157.56","156.79","157.99","156.7","22567490"
"41137","155.45","156.65","156.85","155.06","28989700"
"41136","156.3","154.59","156.31","153.54","27266220"
"41135","155.49","156.91","157.11","155.16","24355900"
"41134","154.13","155.1","156.66","153.79","28562520"
"41131","154.48","153.79","155","152.54","29172550"
"41130","155.81","155.02","156.5","153.21","34753460"
"41129","155.8","155.46","156","154.3","26192930"
"41128","154.72","156.61","156.99","153.75","37911620"
"41127","151.5","154.76","155.33","150.79","38024890"
"41124","148","151.06","151.2","147.63","37791310"
"41123","149.54","148.29","152","147.55","47469620"
"41122","150.11","149.97","151.79","149.17","29379140"
"41121","154.85","150.44","155.09","150.1","40581460"
"41120","153.4","154.57","154.99","153.38","33940980"
"41117","149.3","152.34","152.46","148.12","40981330"
"41116","146.5","148.53","148.95","145.26","32240500"
"41115","145","145.93","148.29","144.23","37311300"
"41114","149.3","145.93","149.75","145.7","36080730"
"41113","152","148.63","152.25","148.1","42758340"
"41110","156.3","153.26","156.3","153","24442490"
"41109","155.69","156.51","157.58","155.25","34731720"
"41108","155.98","154.73","156.5","154.23","25317510"
"41107","154.4","154.96","157","154.3","35639530"
"41106","152.99","153.73","154.85","152.99","25516920"
"41103","153.13","153.34","154","152.2","25726200"
"41102","153.49","152.39","153.6","151","29026150"
"41101","154.5","153.87","154.8","152.54","25289160"
"41100","154.01","155.5","156.7","152.77","31652880"
"41099","155.41","154.43","156.46","153.81","26274530"
"41096","157","155.38","157.43","155.01","29858090"
"41095","158.76","157.38","160.78","156.9","49368670"
"41094","158.98","159.37","159.66","157.6","23244550"
"41093","155.94","159","159.83","155.57","45798390"
"41092","153.9","155.31","155.86","153.05","30761880"
"41089","153","153.85","154.36","152.51","43021640"
"41088","154.06","150.69","154.5","150.35","34965540"
"41087","151.99","153.88","153.97","150.2","33279950"
"41086","151.5","151.25","152.68","150.5","27604020"
"41085","153.75","151.17","154.98","151.1","28623520"
"41082","154.5","154.94","155.94","153.56","35259790"
"41081","156.96","156.1","158.19","155.45","37076950"
"41080","158.85","157.65","159.14","157.21","30782840"
"41079","157.31","158.89","158.96","157.06","34936260"
"41078","158","157.82","158.49","156.15","39648060"
"41075","152.58","156.33","156.94","152.31","67627850"
"41074","152","152.05","152.34","150.7","29052570"
"41073","152","152.02","154.54","151.12","42393500"
"41069","152.35","152.14","152.77","151.4","7851520"
"41068","150.17","151.5","151.76","149.52","31272150"
"41067","151.62","151.75","153.1","149.08","53500310"
"41066","151.4","150.15","151.79","148.5","52583620"
"41065","152.55","150.47","153.2","149.8","36968460"
"41064","146.8","151.5","152.3","146.45","50066690"
"41061","147.01","148.65","148.92","144.41","70880510"
"41060","149.06","147.03","150.2","146.75","64198570"
"41059","147.58","148.11","150.51","146.82","67584800"
"41058","145.01","148.5","149.28","145.01","51645610"
"41057","144.5","144.22","146.35","143.61","33877620"
"41054","141.5","143","144.3","140.8","46091950"
"41053","140.2","142.16","142.35","136.54","56321470"
"41052","141.3","138.69","142.62","138.12","57186360"
"41051","143.2","143.41","144.56","142.39","55199990"
"41050","139","142","142.65","138.16","53809940"
"41047","140","139.58","142.75","137.07","85170220"
"41046","146.8","142.7","146.98","140.8","80448950"
"41045","146.04","146.02","148.71","145.21","60504260"
"41044","149.95","148.53","150.8","145.31","88933700"
"41043","157.97","149.51","158","149.02","61942760"
"41041","157.78","158.02","158.64","156.71","10591730"
"41040","159.3","158.15","159.46","156.22","57625190"
"41039","165","165","167.07","163.2","66882950"
"41037","166","165","167.08","164.07","24568530"
"41036","161.5","165.73","166.25","160.31","24694700"
"41034","162.15","164","164.5","161.11","15797860"
"41033","168.48","162.75","169","162.1","62683390"
"41032","167.75","169.25","170.24","166.75","38676280"
"41031","170.49","167.5","171.85","167.07","50901200"
"41027","168.3","169.27","169.5","168.3","11507280"
"41026","164.14","168.69","169.29","163.5","59367400"
"41025","165.5","164.01","166.55","163.8","42719430"
"41024","164.98","165.08","166.19","164.21","40353690"
"41023","167.47","163.89","167.47","163.39","59921960"
"41022","171.3","166.48","171.34","165.86","54466710"
"41019","171","170.93","171.35","169.66","41325500"
"41018","169.89","171.15","172.8","169.16","61822490"
"41017","172.28","169.39","172.3","169.02","52738950"
"41016","174.76","170.9","175.49","169.06","88916310"
"41015","177","174.31","178.62","174.31","51951830"
"41012","176.66","177.97","179.05","176.12","69594560"
"41011","176.7","175.74","177.15","173.57","65948880"
"41010","175.5","176.01","177.72","174.5","54130320"
"41009","179.87","176.42","180.35","176.3","49363680"
"41008","178","179.87","179.9","176.21","32779200"
"41005","182.57","178.07","182.95","177.8","30952980"
"41004","181.75","182.18","182.48","178.32","50635620"
"41003","183.32","181.23","184.5","180.5","48372070"
"41002","183","185.2","185.8","182.6","45942530"
"41001","182.2","181.89","184","180.37","42949650"
"40998","179.43","181.3","182.18","179.2","63696870"
"40997","179.81","177.05","180.88","176.33","51208400"
"40996","182","180","182.64","179.51","47058490"
"40995","185.76","182.75","186.14","182.52","38837090"
"40994","183.18","184.76","185.95","181.42","43494050"
"40991","182","182.28","183.2","179.42","44081830"
"40990","185.1","181.46","186.66","180.9","58380730"
"40989","186.5","185.26","188.19","183.46","62176140"
"40988","191.4","186","192.26","185.38","61782410"
"40987","197.94","190.77","198.59","190.6","58891880"
"40984","199.28","197.01","199.3","196.7","26841810"
"40983","198","199.2","200.8","196.7","61526250"
"40982","199.53","198.53","199.89","198.03","44187360"
"40981","198.27","197.25","198.8","196.81","34347150"
"40980","196.77","197.39","199.13","195.69","39431490"
"40979","196.54","197.53","197.88","196.11","14212290"
"40975","192.22","194","194.96","191","40646080"
"40974","198.7","193","198.9","192.12","56297690"
"40973","196","199.82","199.89","195.83","47062650"
"40970","194.76","195.85","195.89","193.24","40083440"
"40969","192.53","194.01","194.27","191.76","31594230"
"40968","192.47","194.09","194.49","192.11","42693980"
"40967","194.4","191.37","194.5","190.7","43300720"
"40966","193.03","193.1","196","192.76","51219130"
"40963","188.64","193.85","194.4","187.61","61250780"
"40961","189.3","187","190.79","186.73","36160070"
"40960","190.98","188.8","191.12","188.33","30294550"
"40959","191.03","191","191.6","190.5","20704750"
"40956","191.9","189.7","192.27","189.1","32806380"
"40955","190.12","190","190.38","188.03","45760260"
"40954","193","191.7","193.69","191.2","40878050"
"40953","191.5","191.51","193.35","190.57","44550150"
"40952","189.2","192","192.2","189.02","43221810"
"40949","187.95","188.16","189.37","186.85","40274230"
"40948","189.18","188.79","190.24","187.21","46778150"
"40947","189.28","188.77","190.9","188.3","42527010"
"40946","190.13","188.2","191.09","187.85","39830920"
"40945","189.99","189.8","191.11","188.5","40175500"
"40942","187","189.7","189.9","186.04","47953200"
"40941","186.3","187.35","187.45","185.5","50753110"
"40940","183","185.54","186.75","182.6","44145020"
"40939","183","183.8","184.47","181.9","39717310"
"40938","181.65","181.75","183.58","181.03","37382290"
"40935","184.5","182.5","185.8","182.3","40259070"
"40934","186.99","185.25","187.43","184.14","54968990"
"40933","184.4","185.7","186.25","184.25","37826390"
"40932","183.65","183.28","184.5","181.97","37690790"
"40931","183.4","184.34","184.83","180.77","47168260"
"40928","186.03","183.48","186.68","183.05","48039190"
"40927","183.95","185.5","186.29","182.82","64922590"
"40926","181.27","182.9","183.2","180","45380890"
"40925","179.63","181.8","182.28","179.17","52695410"
"40924","177.5","178.5","178.85","175.85","30974800"
"40921","178.2","178.84","179.6","177.28","41693540"
"40920","178.49","177.74","180.82","177.04","55320210"
"40919","178.88","178.1","179.4","176.38","46205390"
"40918","178.01","179.61","179.99","177.51","44050620"
"40917","175.89","177.27","177.57","174.33","25243270"
"40914","175.77","176.2","178.72","175.77","21770320"
"40913","177.01","177.2","179.37","175.4","36980600"
"40912","177.52","176.91","178.1","175","25341090"
"40911","172.51","177.5","177.6","172.22","24877070"
"40907","171.01","171.36","172.13","169.06","24712670"
"40906","168.8","170.6","170.77","165.34","37850100"
"40905","170.07","169.47","171.49","169.15","23379330"
"40904","171.45","170.75","171.69","168.89","21504370"
"40903","170.5","171.53","172","169.5","20025810"
"40900","171.51","169.71","172.5","169.27","34983350"
"40899","169.74","170.82","171.89","168.31","46546880"
"40898","173.43","169.78","173.95","169","73972610"
"40897","165.83","172.55","172.97","163.55","74976090"
"40896","168.4","166.3","168.4","165.56","53646400"
"40893","172.18","169.4","173.41","169.07","64008750"
"40892","162.5","170.9","172.18","161.86","100823200"
"40891","165.81","165","170.46","164.12","81778850"
"40890","163.98","166.66","168.15","160.1","93038850"
"40889","172.5","164.42","173.5","163.8","80947880"
"40886","174","169.93","174","169.93","91357390"
"40885","176","176.96","179.92","175.58","87506360"
"40884","176.49","174.63","177.09","172.41","101128360"
"40883","183","175.28","184.45","174.43","106615970"
"40882","183.85","184.5","185.45","182.06","44575880"
"40879","183","183.39","186.69","180.07","114341820"
"40878","176.11","181.4","184.4","175.01","137114900"
"40877","170.35","175.4","175.87","168.4","85633040"
"40876","173","170.05","173.99","170.05","55508510"
"40875","168","172.13","172.13","167.8","61464270"
"40872","165","165.55","166.69","161.84","63034920"
"40871","167.35","161.83","169.68","161.83","41176910"
"40870","167","167.9","171.95","165.88","85580180"
"40869","170.03","169.2","173.78","167.81","72587940"
"40868","177.98","169.74","178.19","168.92","80821960"
"40865","181","180.01","182.39","179.93","57151560"
"40864","187.18","184","188.87","181.76","96297960"
"40863","184.34","187.7","189.72","182.91","91806340"
"40862","183","185.99","186.5","180.84","92673460"
"40861","185","182.7","186.45","182.35","56491450"
"40858","184.55","183.5","184.6","179.7","57111750"
"40857","178.07","183.11","184.96","177.02","83782630"
"40856","184.89","180.96","185.55","178.3","101101030"
"40855","183.6","183.25","185.78","182.58","69003380"
"40854","184","183.47","188.05","179.35","81642790"
"40850","180.28","183.23","185.43","175.4","127899200"
"40849","175.93","182.59","183.87","175.43","130315150"
"40848","176.9","174.8","178.3","170.3","105659360"
"40847","183.12","179.2","184.1","178.81","60486890"
"40844","187.35","185","190.24","182.65","96820090"
"40843","181","185.8","187.39","181","128929750"
"40842","167.8","177.1","179.5","167.36","130866320"
"40841","169.7","168.38","171.01","166.21","69481050"
"40840","167.04","170","170.45","166.08","61774250"
"40837","163.45","166.01","166.2","161.22","49832100"
"40836","160.66","162.6","164.5","159.85","58379370"
"40835","163","163.18","164.74","160.08","77630260"
"40834","158.16","161.9","163.79","157.09","80539040"
"40833","164.47","160.37","168.36","158.96","100406360"
"40830","159.52","162.86","163.8","158.24","78815270"
"40829","160.52","158.07","164.52","156.8","95812170"
"40828","152.17","161.25","161.7","152.17","88899260"
"40827","154.92","153","155.2","150.82","67652690"
"40826","151.99","154.2","154.95","149.12","57812970"
"40823","152.22","151","153.14","149.45","75516680"
"40822","144.86","150.23","151.4","144.65","86398560"
"40821","148.37","142.71","148.4","139.4","82601190"
"40820","151.99","144.59","155.18","142.3","94242970"
"40819","152.5","153.52","154.83","150.18","61789280"
"40816","158.06","155.9","158.78","151.81","83274770"
"40815","153.54","158.81","160.2","152.55","64196500"
"40814","155.5","155.02","156.29","153.8","64015540"
"40813","157.97","157","158.95","156","57280850"
"40812","148.76","154.5","156.64","146.33","97069800"
"40809","151.1","151.25","153.33","145.5","144618620"
"40808","161.5","152.66","161.67","152.32","104342400"
"40807","165.94","164.45","167.25","164.22","42137270"
"40806","163.3","166.23","166.85","163.29","51621200"
"40805","163.49","163.4","165.74","162.5","50013430"
"40802","167.73","164.5","167.92","163.36","53937240"
"40801","168.24","166","170.05","165.8","94726580"
"40800","163","165.88","167.73","162.17","61848790"
"40799","167.02","164.11","167.9","162.02","75997180"
"40798","166.15","165.5","166.88","162.36","69795600"
"40795","174.11","168.79","174.2","168.29","65610180"
"40794","174.29","175","175.98","172.51","53461790"
"40793","171","174.01","174.45","170.71","59637470"
"40792","167.91","167.94","171.52","167.43","61141610"
"40791","169.13","169.61","170.67","167.08","52769590"
"40788","175.11","171","176.3","170.65","61426670"
"40787","177.9","177.35","178.79","174.17","65973520"
"40786","178.21","178.08","179.4","176.27","63911650"
"40785","178.2","177.18","179.15","175.92","59276150"
"40784","174.8","177.73","178.06","174.33","47140210"
"40781","171.8","172.8","173","168.85","67891250"
"40780","173.84","170.78","175.43","170.1","65426740"
"40779","170.61","173.5","174.29","169","72457510"
"40778","170.43","169.12","171.28","167.37","67811630"
"40777","166.96","168.95","169.9","165.39","75000470"
"40774","166.27","169.56","170.5","161.51","107717210"
"40773","172.96","169.65","173.79","166.1","75276910"
"40772","171.59","175.5","176.43","169.42","65266490"
"40771","172.5","171.1","172.5","168.73","73703750"
"40770","171.67","174.41","174.8","170.85","64371980"
"40767","166.42","169.5","170.65","162.21","120279210"
"40766","161.5","164.99","165.58","153.11","163406090"
"40765","170.5","157.7","170.84","156.84","126607820"
"40764","162.6","166.7","169.9","154.05","186085810"
"40763","175.26","169.9","179.45","169.5","108862610"
"40760","180.1","181.8","184.95","176.68","147556880"
"40759","194.6","187","194.99","186.86","89385900"
"40758","198.8","193","198.9","192.47","75817670"
"40757","201.6","200.51","201.8","199.53","44060650"
"40756","202.5","202.09","204.67","201.57","55703050"
"40753","200.51","199.44","201.54","198.4","45059270"
"40752","199.55","202.1","202.35","199.14","41911330"
"40751","201.53","199.88","203.04","199.77","49725990"
"40750","201.11","201.4","202.79","200.36","40461390"
"40749","200.98","201.21","201.75","199.25","43068710"
"40746","204.3","202.7","204.9","202.07","48483080"
"40745","200.93","203.7","203.77","198.3","66043790"
"40744","201.16","200.3","202.19","200.2","38731470"
"40743","198.95","199.9","200.3","198.54","34429710"
"40742","201.48","197.95","202.3","197.79","41877470"
"40739","200.02","201.6","202.2","198.88","54002270"
"40738","201.77","201","203","200","52593400"
"40737","202","202.95","203.98","199.74","54397590"
"40736","200.58","201.59","202.2","198.08","57993790"
"40735","204.12","201.94","204.75","201.51","38210930"
"40732","207.06","205.44","208.78","203.7","65147430"
"40731","203.3","207.7","208.16","203.3","67644210"
"40730","204.13","201.56","204.43","201.21","42500420"
"40729","204.48","203.6","205.02","202.35","43621970"
"40728","205.94","205.24","205.94","204","29407560"
"40725","203.53","205","206.31","202.08","57670710"
"40724","202.2","203.87","204.57","201.6","52978580"
"40723","199.76","201.51","202.39","199.25","64596200"
"40722","197.48","199.05","199.05","195.8","63946180"
"40721","198.54","196.29","199.84","195.6","61378610"
"40718","200","199.22","201.37","198.44","75855920"
"40717","200.79","195.95","201.67","195.9","76409000"
"40716","201.62","202.54","202.87","198.5","56964970"
"40715","200.65","200.95","202.19","199.78","41643310"
"40714","199.3","199","200.77","197.8","47955430"
"40711","203.5","200.8","203.95","198.18","82515830"
"40710","203.56","204.6","205.49","201.65","70641070"
"40709","208.27","206","210.49","205.6","67324440"
"40708","210.58","208.24","211.25","207.37","48641180"
"40704","211","209.21","211.38","207.3","73674450"
"40703","207.59","211.92","212.49","206.18","90343860"
"40702","204","207.11","208.75","202.1","86509590"
"40701","195.6","204.67","204.9","195.15","91320000"
"40700","196.5","195.97","197.41","194.07","53765390"
"40697","201.4","196.55","203","195.11","82895660"
"40696","200.64","201.68","202.3","198.56","74629030"
"40695","205.46","203.48","206.6","203.13","62661390"
"40694","205.2","204.02","207.75","203.95","65305130"
"40693","201.8","203.89","204.4","201.47","32188090"
"40690","196.7","201.82","202.5","195.77","83493960"
"40689","198.16","195","199.24","194.2","77261150"
"40688","193.5","196.77","196.99","192.5","69740110"
"40687","191.3","195.5","195.95","191.3","64643570"
"40686","195","190.3","195.37","190.05","72652120"
"40683","202","196.9","203.8","195.6","74839850"
"40682","203.3","201.36","206.16","200.57","80383130"
"40681","201","202.85","203","199","59742860"
"40680","198.69","198.5","200.49","196","61216360"
"40679","199.24","198.49","202","196.38","80221260"
"40676","204.01","201.08","204.87","200.62","67680780"
"40675","208.3","203.12","208.48","201.25","87720680"
"40674","215.25","210","217.19","209.02","69724400"
"40673","210.62","214","215.67","210.13","72690950"
"40669","206.32","211.68","213.05","204.7","110404600"
"40668","213.5","208.8","215.45","205.12","109325880"
"40667","222","212.44","223","211.12","114033790"
"40666","231.17","221.64","232","220.89","64590780"
"40662","230.8","231.78","232.69","228.15","37448740"
"40661","235","231.9","235.6","229.63","63564000"
"40660","234.19","231.9","234.85","229.1","63753970"
"40659","232.7","232.14","235.28","228.7","69228360"
"40658","238.02","233.9","239.77","233.55","61015960"
"40655","235.31","236.89","237.27","235","27732400"
"40654","233.18","235","235","231.59","76239430"
"40653","227.38","230.51","231.29","227.05","73544610"
"40652","221.2","225.69","225.8","220.7","73575190"
"40651","227.6","218.91","228.9","217","90926580"
"40648","228.7","227.6","231.78","227.14","80798860"
"40647","234.69","228.87","234.69","226.9","80247690"
"40646","236.03","235.07","237.29","232.77","87565620"
"40645","240.7","235.57","241.49","234.46","102249490"
"40644","243.52","244","247.47","241.77","93029910"
"40641","239.69","243.2","243.7","239.12","75534260"
"40640","238.3","238","240.23","236.54","63506670"
"40639","239.03","239.4","241.95","237.01","70894430"
"40638","238.48","238.72","239.3","235.55","71075920"
"40637","236","237.7","240.75","235.17","101836120"
"40634","229.1","235.1","235.4","228.06","77630490"
"40633","229.39","229.09","230.44","228.3","70164950"
"40632","225.52","229.32","229.5","225.37","79970280"
"40631","226","224.01","226.17","222.51","59901440"
"40630","223.02","225.5","225.72","222.89","54293340"
"40627","224.89","222.81","225.19","222.36","55020360"
"40626","223.93","224.3","225.1","221.35","84815300"
"40625","219.62","223.5","223.7","219.2","61435640"
"40624","222.67","220.32","223.35","219.53","53528710"
"40623","225.02","222.36","226.15","221.75","54748030"
"40620","226.5","224.1","226.89","221.65","76678330"
"40619","221.62","224.91","225.84","221.45","109982610"
"40618","219.33","221.81","224.15","218.52","165995550"
"40617","213","217.5","217.65","210.28","159227600"
"40616","208.01","216.25","217.28","207.91","134360780"
"40613","205.99","209.1","209.88","204","77403240"
"40612","213.53","207.95","214.44","207.67","66854730"
"40611","214.4","214.77","216.12","212.06","56954130"
"40607","213.02","214.12","214.39","212.8","17920380"
"40606","214.21","212.9","214.88","212.12","49150070"
"40605","212.6","213.54","215.3","212.6","84712820"
"40604","208.3","212","212.15","207.88","65771720"
"40603","212.19","209.48","214.9","208.25","99638410"
"40602","210.3","210.71","212.75","207.25","67936202"
"40599","208.9","209.3","211.25","205.11","92143808"
"40598","199.78","208.05","209.3","199.27","147528462"
"40596","197.5","197.8","198.45","195.52","56502029"
"40595","196.31","198.92","199.36","194.85","54765044"
"40592","196.3","195.5","197.27","194.12","67950711"
"40591","200.52","195.45","201.13","195.22","69125103"
"40590","200","199.4","200.9","196.07","104611444"
